,address,area,beds,full_bathrooms,half_bathrooms,price
2358,"9120 W Roma Avenue, Phoenix, AZ 85037","2,579 sq.ft.",4 beds,3 ,,"$540,000"
2359,"3030 E CLARENDON Avenue 22, Phoenix, AZ 85016",994 sq.ft.,2 beds,2 ,,"$247,500"
2360,"12201 N 25TH Place, Phoenix, AZ 85032","1,598 sq.ft.",3 beds,2 ,,"$425,000"
2361,"6 E PIPING ROCK Road, Phoenix, AZ 85022","2,486 sq.ft.",3 beds,3 ,,"$575,000"
2362,"4727 E EUCLID Avenue, Phoenix, AZ 85044","1,600 sq.ft.",3 beds,2 ,,"$475,000"
2363,"1717 E Morten Avenue #4, Phoenix, AZ 85020","2,109 sq.ft.",3 beds,,,"$759,500"
2364,"630 W ECHO Lane, Phoenix, AZ 85021","3,442 sq.ft.",4 beds,5 ,,"$1,399,500"
2365,"756 W BROADWAY Road 3, Phoenix, AZ 85041",,,,,"$325,000"
2366,"1450 E BETHANY HOME Road 33, Phoenix, AZ 85014","1,074 sq.ft.",2 beds,2 ,,"$314,000"
2367,"8626 N 17TH Place 9, Phoenix, AZ 85020",,,,,"$975,000"
2368,"5625 S 11TH Street -, Phoenix, AZ 85040",,,,,"$699,999"
2369,"4307 E Walatowa Street, Phoenix, AZ 85044","1,381 sq.ft.",4 beds,2 ,,"$474,900"
2370,"17 W VERNON Avenue 605, Phoenix, AZ 85003","1,428 sq.ft.",2 beds,2 ,,"$375,000"
2371,"0. W Irvine - Lot G Road G, Phoenix, AZ 85086",,,,,"$350,000"
2372,"2650 W Union Hills Dr 167, Phoenix, AZ 85027","1,440 sq.ft.",2 beds,2 ,,"$55,900"
2373,"25803 N 8TH Avenue, Phoenix, AZ 85085","3,030 sq.ft.",4 beds,3 ,,"$1,020,000"
2374,"5201 N 41ST Avenue, Phoenix, AZ 85019","1,332 sq.ft.",3 beds,2 ,,"$365,000"
2375,"3652 W LAWRENCE Lane, Phoenix, AZ 85051","1,477 sq.ft.",3 beds,2 ,,"$357,900"
2376,"4750 N CENTRAL Avenue 8H, Phoenix, AZ 85012",602 sq.ft.,1 beds,1 ,,"$119,000"
2377,"3645 W Hadley St, Phoenix, AZ 85009","1,500 sq.ft.",4 beds,2 ,,"$365,000"
2378,"42011 N ALISTAIR Way, Phoenix, AZ 85086","3,290 sq.ft.",4 beds,4 ,,"$825,000"
2379,"3110 W Paradise Drive, Phoenix, AZ 85029","1,721 sq.ft.",4 beds,3 ,,"$615,000"
2380,"4608 E DESERT Drive, Phoenix, AZ 85044","1,596 sq.ft.",2 beds,2 ,,"$470,000"
2381,"16402 N 31ST Street 107, Phoenix, AZ 85032",934 sq.ft.,2 beds,2 ,,"$223,999"
2382,"3119 W Cochise Dr  106, Phoenix, AZ 85051",,2 beds,1 ,,"$206,000"
2383,"3130 W ALMERIA Road, Phoenix, AZ 85009","1,277 sq.ft.",4 beds,1 ,,"$309,900"
2384,"2050 W. Dunlap Ave D030, Phoenix, AZ 85021",960 sq.ft.,2 beds,2 ,,"$139,900"
2385,"2050 W. Dunlap Ave C093, Phoenix, AZ 85021",864 sq.ft.,2 beds,1 ,,"$129,900"
2386,"1510 W HORSETAIL Trail, Phoenix, AZ 85085","4,375 sq.ft.",4 beds,4 ,,"$1,249,999"
2387,"503 N 32ND Place, Phoenix, AZ 85008","1,392 sq.ft.",3 beds,2 ,,"$450,000"
2388,"2212 E LIBBY Street -, Phoenix, AZ 85022",,,,,"$224,900"
2389,"2549 W ROSE Lane A123, Phoenix, AZ 85017",650 sq.ft.,1 beds,1 ,,"$85,000"
2390,"4ac N Kings Highway -, Douglas, AZ 85067",,,,,"$12,000"
2391,"10311 S 17TH Drive, Phoenix, AZ 85041","3,791 sq.ft.",4 beds,4 ,,"$999,000"
2392,"2025 W TALLGRASS Trail, Phoenix, AZ 85085","3,157 sq.ft.",6 beds,4 ,,"$699,900"
2393,"2150 E BELMONT Avenue, Phoenix, AZ 85020","4,776 sq.ft.",3 beds,4 ,,"$3,499,995"
2394,"1735 W BROADWAY Road -, Phoenix, AZ 85041",,,,,"$1,200,000"
2395,"8511 S 9TH Drive 15, Phoenix, AZ 85041","3,300 sq.ft.",4 beds,5 ,,"$1,395,000"
2396,"5641 N ECHO CANYON Circle, Phoenix, AZ 85018","3,818 sq.ft.",3 beds,4 ,,"$2,795,000"
2397,"10410 N CAVE CREEK Road 2060, Phoenix, AZ 85020","1,082 sq.ft.",2 beds,2 ,,"$319,950"
2398,"2050 W. Dunlap Ave R425, Phoenix, AZ 85021","1,020 sq.ft.",2 beds,2 ,,"$49,800"
2399,"23142 N 40th Place, Phoenix, AZ 85050","3,208 sq.ft.",4 beds,,,"$1,039,750"
2400,"5110 N 31st Way Unit 322, Phoenix, AZ 85016","1,224 sq.ft.",2 beds,,,"$359,000"
2401,"11619 N 12th Place, Phoenix, AZ 85020","3,917 sq.ft.",5 beds,,,"$1,200,000"
2402,"2339 W HAZELHURST Drive, Anthem, AZ 85086","3,246 sq.ft.",4 beds,4 ,,"$925,000"
2403,"375 N 21 Avenue 33, Phoenix, AZ 85009",,,,,"$230,000"
2404,"383 N 21ST Avenue 31, Phoenix, AZ 85009",,,,,"$180,000"
2405,"114 W ADAMS Street 506, Phoenix, AZ 85003","1,200 sq.ft.",2 beds,1 ,,"$499,900"
2406,"5104 N 32ND Street 251, Phoenix, AZ 85018","1,277 sq.ft.",2 beds,2 ,,"$459,000"
2407,"4527 W VIRGINIA Avenue, Phoenix, AZ 85035","2,019 sq.ft.",5 beds,3 ,,"$450,000"
2408,"10248 N 37TH Avenue, Phoenix, AZ 85051","1,552 sq.ft.",3 beds,2 ,,"$439,000"
2409,"4211 E PALM Lane 206, Phoenix, AZ 85008",893 sq.ft.,2 beds,2 ,,"$254,000"
2410,"2210 E MARMORA Street, Phoenix, AZ 85022","1,712 sq.ft.",4 beds,2 ,,"$489,900"
2411,"2229 W SUNRISE Drive '-', Phoenix, AZ 85041",,,,,"$995,000"
2412,"261 E UNIVERSITY Drive, Phoenix, AZ 85004","45,907 sq.ft.",,,,"$6,500,000"
2413,"1813 E WILLETTA Street, Phoenix, AZ 85006","1,166 sq.ft.",3 beds,1 ,,"$515,000"
2414,"708 East Cloud Road, Phoenix, AZ 85086","2,146 sq.ft.",4 beds,4 ,,"$750,000"
2415,"1627 W BLUEFIELD Avenue, Phoenix, AZ 85023","1,500 sq.ft.",3 beds,2 ,,"$415,000"
2416,"42038 N MOSS SPRINGS Road, Anthem, AZ 85086","2,986 sq.ft.",4 beds,3 ,,"$974,500"
2417,"500 N 67th Ave 136, Phoenix, AZ 85043",960 sq.ft.,3 beds,2 ,,"$135,900"
2418,"Tbd W El Sol Drive -, Douglas, AZ 85067",,,,,"$39,900"
2419,"4115 N 18TH Drive, Phoenix, AZ 85015","1,478 sq.ft.",4 beds,2 ,,"$599,950"
2420,"4223 N 31ST Place, Phoenix, AZ 85016","2,877 sq.ft.",4 beds,4 ,,"$919,999"
2421,"6712 N 19TH Street, Phoenix, AZ 85016","2,334 sq.ft.",4 beds,3 ,,"$670,000"
2422,"6900 E PRINCESS Drive 1140, Phoenix, AZ 85054",843 sq.ft.,2 beds,2 ,,"$359,900"
2423,"366xx N 35th Avenue -, Phoenix, AZ 85086",,,,,"$249,000"
2424,"16809 N 1st Lane Unit 4, Phoenix, AZ 85023","1,232 sq.ft.",2 beds,,,"$95,000"
2425,"4645 N 56TH Street, Phoenix, AZ 85018","5,710 sq.ft.",5 beds,6 ,,"$6,995,000"
2426,"14034 N CORAL GABLES Drive, Phoenix, AZ 85023","3,014 sq.ft.",4 beds,4 ,,"$1,199,000"
2427,"4112 N 11TH Street, Phoenix, AZ 85014","1,300 sq.ft.",8 beds,7 ,,"$990,000"
2428,"16005 N 32nd Street 29B, Phoenix, AZ 85032",624 sq.ft.,2 beds,1 ,,"$49,999"
2429,"1851 E OCOTILLO Road, Phoenix, AZ 85016","1,840 sq.ft.",4 beds,3 ,,"$899,000"
2430,"500 N 67th Ave 020, Phoenix, AZ 85043",960 sq.ft.,3 beds,2 ,,"$135,900"
2431,"2602 E JONES Avenue, Phoenix, AZ 85040",864 sq.ft.,2 beds,1 ,,"$245,000"
2432,"5201 W Camelback Rd C107, Phoenix, AZ 85031",660 sq.ft.,1 beds,1 ,,"$35,000"
2433,"0 W Irvine - Lot J Road -, Phoenix, AZ 85086",,,,,"$495,000"
2434,"0. W Irvine - Lot K Road -, Phoenix, AZ 85086",,,,,"$495,000"
2435,"0. W Irvine  - Lot H Road -, Phoenix, AZ 85086",,,,,"$450,000"
2436,"1405 E VILLA MARIA Drive 86, Phoenix, AZ 85022",,,,,"$400,000"
2437,"5143 E EXETER Boulevard, Phoenix, AZ 85018","6,508 sq.ft.",6 beds,7 ,,"$6,950,000"
2438,"5201 W Camelback Rd H236, Phoenix, AZ 85031",672 sq.ft.,2 beds,1 ,,"$49,999"
2439,"5201 W Camelback Rd E93, Phoenix, AZ 85031",672 sq.ft.,2 beds,1 ,,"$49,999"
2440,"5201 W Camelback Rd A172, Phoenix, AZ 85031",672 sq.ft.,2 beds,1 ,,"$49,999"
2441,"4537 N 26TH Drive, Phoenix, AZ 85017",896 sq.ft.,2 beds,2 ,,"$205,000"
2442,"3029 E ELM Street, Phoenix, AZ 85016","2,775 sq.ft.",4 beds,4 ,,"$1,500,000"
2443,"2821 E TRACY Lane 2, Phoenix, AZ 85032","1,704 sq.ft.",2 beds,3 ,,"$374,900"
2444,"2233 E BEHREND Drive 105, Phoenix, AZ 85024","1,624 sq.ft.",3 beds,2 ,,"$119,000"
2445,"2230 E CINNABAR Avenue, Phoenix, AZ 85028","4,245 sq.ft.",5 beds,4 ,,"$1,375,000"
2446,"16433 N 34TH Place N, Phoenix, AZ 85032","1,344 sq.ft.",2 beds,2 ,,"$219,500"
2447,"7011 N 19TH Avenue, Phoenix, AZ 85021","16,992 sq.ft.",,,,"$2,900,000"
2448,"3216 E Cactus Road, Phoenix, AZ 85032","20,145 sq.ft.",,,,"$4,200,000"
2449,"5316 E THOMAS Road, Phoenix, AZ 85018","1,748 sq.ft.",4 beds,2 ,,"$780,000"
2450,"4750 N CENTRAL Avenue K14, Phoenix, AZ 85012",980 sq.ft.,2 beds,1 ,,"$220,000"
2451,"5202 N 21st Avenue, Phoenix, AZ 85015",,,,,"$1,200,000"
2452,"4708 E MONTECITO Avenue, Phoenix, AZ 85018","1,097 sq.ft.",2 beds,1 ,,"$850,000"
2453,"2750 W INDIAN SCHOOL Road, Phoenix, AZ 85017","2,883 sq.ft.",,,,"$795,000"
2454,"1229 E CAMBRIDGE Avenue, Phoenix, AZ 85006","2,769 sq.ft.",4 beds,3 ,,"$769,000"
2455,"11640 N TATUM Boulevard 1041, Phoenix, AZ 85028","1,115 sq.ft.",2 beds,2 ,,"$445,000"
2456,"3405 W RAMBLING Road -, Anthem, AZ 85086",,,,,"$250,000"
2457,"40911 N PRESTANCIA Drive, Anthem, AZ 85086","1,616 sq.ft.",3 beds,2 ,,"$496,950"
2458,"2301 E OSBORN Road, Phoenix, AZ 85016","2,220 sq.ft.",4 beds,2 ,,"$949,900"
2459,"0 N 67TH Avenue -, New River, AZ 85087",,,,,"$350,000"
2460,"1735 W BROADWAY Road 5, Phoenix, AZ 85041",,,,,"$5,000"
2461,"43211 N 16TH Street, New River, AZ 85087","2,958 sq.ft.",4 beds,3 ,,"$850,000"
2462,"42xxx (c) N 7th Avenue -, New River, AZ 85087",,,,,"$110,000"
2463,"2457 E GLENHAVEN Drive, Phoenix, AZ 85048","3,749 sq.ft.",4 beds,4 ,,"$3,595,000"
2464,"3131 N CENTRAL Avenue 3022, Phoenix, AZ 85012","1,125 sq.ft.",2 beds,2 ,,"$540,000"
2465,"1701 W CLARENDON Avenue, Phoenix, AZ 85015",860 sq.ft.,2 beds,1 ,,"$474,900"
2466,"14252 N 27TH Place 31, Phoenix, AZ 85032",,,,,"$410,000"
2467,"28219 N 33RD Drive, Phoenix, AZ 85083","3,948 sq.ft.",5 beds,3 ,,"$939,000"
2468,"2438 E BROADWAY Road -, Phoenix, AZ 85040",,,,,"$400,000"
2469,"11xx E Carefree Highway, Phoenix, AZ 85086",,,,,"$1,747,000"
2470,"15656 N 18th Street, Phoenix, AZ 85022","2,393 sq.ft.",3 beds,3 ,,"$735,000"
2471,"2105 E BETH Drive 9, Phoenix, AZ 85042",,,,,"$700,000"
2472,"500 N 67th Ave 187, Phoenix, AZ 85043","1,266 sq.ft.",3 beds,2 ,,"$211,900"
2473,"48xxx N 7th Avenue -, New River, AZ 85087",,,,,"$275,500"
2474,"1300 E Dove Valley Road -, Phoenix, AZ 85085",,,,,"$192,900"
2475,"48xxx N 7th Avenue -, New River, AZ 85087",,,,,"$129,500"
2476,"6 W PERDIDO Way, Phoenix, AZ 85086","4,204 sq.ft.",4 beds,4 ,,"$1,049,000"
2477,"2 E MURIEL Drive, Phoenix, AZ 85022","2,414 sq.ft.",4 beds,2 ,,"$550,000"
2478,"3823 N 8TH Street, Phoenix, AZ 85014","1,838 sq.ft.",4 beds,3 ,,"$699,000"
2479,"300 W QUARTZ ROCK Road 1.33 Acres, Phoenix, AZ 85085",,,,,"$377,777"
2480,"11611 S Half Moon Drive, Phoenix, AZ 85044","2,246 sq.ft.",2 beds,2 ,,"$419,900"
2481,"18 Th W North Ln, Phoenix, AZ 85021",,,,,"$160,000"
2482,"2415 W OLNEY Avenue -, Phoenix, AZ 85041",,,,,"$1,320,000"
2483,"1665 E DESERT WILLOW Drive 56, Phoenix, AZ 85048",,,,,"$745,000"
2484,"6319 N 13TH Place, Phoenix, AZ 85014","2,722 sq.ft.",4 beds,2 ,,"$790,000"
2485,"1726 W OWENS Way W, Anthem, AZ 85086","1,454 sq.ft.",3 beds,2 ,,"$427,500"
2486,"17850 N 68TH Street 3072, Phoenix, AZ 85054","1,092 sq.ft.",2 beds,2 ,,"$500,000"
2487,"5020 S 16TH Street 20, Phoenix, AZ 85040",,,,,"$900,000"
2488,"4246 N 36th St, Phoenix, AZ 85018","1,058 sq.ft.",3 beds,,,"$650,000"
2489,"5353 N LA PLAZA Circle, Phoenix, AZ 85012","2,085 sq.ft.",2 beds,2 ,,"$749,000"
2490,"4411 N 40TH Street 51, Phoenix, AZ 85018","1,024 sq.ft.",2 beds,2 ,,"$510,000"
2491,"51xxx W Broadway Rd, Phoenix, AZ 85043",,,,,"$865,000"
2492,"41509 N ANTHEM RIDGE Drive, Anthem, AZ 85086","2,981 sq.ft.",4 beds,4 ,,"$959,000"
2493,"1904 W LODGE Drive 12, Phoenix, AZ 85041",,,,,"$7,500,000"
2494,"7674 N 16TH Street 1, Phoenix, AZ 85020",,,,,"$15,000"
2495,"4438 N 27TH Street 19, Phoenix, AZ 85016","2,154 sq.ft.",3 beds,3 ,,"$700,000"
2496,"2210 W MICHELLE Drive, Phoenix, AZ 85023","1,224 sq.ft.",3 beds,2 ,,"$404,999"
2497,"1900 E ADAMS Street 13, Phoenix, AZ 85034",,,,,"$250,000"
2498,"8508 S 10TH Lane 5, Phoenix, AZ 85041","3,033 sq.ft.",4 beds,3 ,,"$1,329,776"
2499,"3131 N CENTRAL Avenue 6003, Phoenix, AZ 85012","1,392 sq.ft.",3 beds,2 ,,"$619,000"
2500,"2302 N CENTRAL Avenue 504, Phoenix, AZ 85004","1,277 sq.ft.",2 beds,2 ,,"$448,400"
2501,"3131 N CENTRAL Avenue 4012, Phoenix, AZ 85012","1,419 sq.ft.",2 beds,2 ,,"$678,917"
2502,"2605 W VAN BUREN Street 135, Phoenix, AZ 85009",728 sq.ft.,2 beds,2 ,,"$85,000"
2503,"3131 N CENTRAL Avenue 3016, Phoenix, AZ 85012","1,125 sq.ft.",2 beds,2 ,,"$568,933"
2504,"1305 W Glenrosa Avenue -, Phoenix, AZ 85013",,,,,"$259,000"
2505,"17226 N 17TH Street, Phoenix, AZ 85022","1,753 sq.ft.",3 beds,1 ,,"$249,000"
2506,"3010 E Puget Avenue, Phoenix, AZ 85028","2,576 sq.ft.",4 beds,2 ,,"$1,980,888"
2507,"8510 S 9TH Drive 20, Phoenix, AZ 85041","3,588 sq.ft.",4 beds,5 ,,"$1,360,000"
2508,"9314 W PACEY Road, Phoenix, AZ 85037","2,071 sq.ft.",3 beds,2 ,,"$519,990"
2509,"4038 E INDIANOLA Avenue, Phoenix, AZ 85018","2,352 sq.ft.",5 beds,3 ,,"$1,299,000"
2510,"2804 E BROADWAY Road -, Phoenix, AZ 85040",,,,,"$680,000"
2511,"1820 E GAFFNEY Road, New River, AZ 85087","3,464 sq.ft.",4 beds,4 ,,"$850,000"
2512,"4750 N CENTRAL Avenue 7L, Phoenix, AZ 85012",442 sq.ft.,,1 ,,"$139,900"
2513,"3217 E FLOWER Street, Phoenix, AZ 85018","2,318 sq.ft.",6 beds,5 ,,"$1,199,000"
2514,"3131 N CENTRAL Avenue 3021, Phoenix, AZ 85012","1,125 sq.ft.",2 beds,2 ,,"$551,900"
2515,"2050 W Dunlap Avenue B130, Phoenix, AZ 85021",896 sq.ft.,2 beds,1 ,,"$28,000"
2516,"3107 W GLENHAVEN Drive 43, Phoenix, AZ 85045",,,,,"$299,900"
2517,"1750 W UNION HILLS Drive 58, Phoenix, AZ 85027","1,308 sq.ft.",2 beds,2 ,,"$380,000"
2518,"39515 N 3RD Avenue, Phoenix, AZ 85086","3,102 sq.ft.",4 beds,3 ,,"$775,000"
2519,"19802 N 32nd Street #58 0058, Phoenix, AZ 85050","1,250 sq.ft.",3 beds,2 ,,"$189,900"
2520,"19602 N 32nd Street #70 0070, Phoenix, AZ 85050","1,132 sq.ft.",3 beds,2 ,,"$179,900"
2521,"3131 N CENTRAL Avenue 3011, Phoenix, AZ 85012","1,125 sq.ft.",2 beds,2 ,,"$520,000"
2522,"1115  S Montezuma Ave, Phoenix, AZ 85003",,,,,"$199,000"
2523,"1004 S Central Avenue, Phoenix, AZ 85004","10,115 sq.ft.",,,,"$2,500,000"
2524,"39032 N 11th Avenue, Phoenix, AZ 85086","3,406 sq.ft.",4 beds,4 ,,"$1,349,000"
2525,"3131 N CENTRAL Avenue 4015, Phoenix, AZ 85012","1,363 sq.ft.",2 beds,2 ,,"$661,517"
2526,"3131 N CENTRAL Avenue 7013, Phoenix, AZ 85012","1,125 sq.ft.",2 beds,2 ,,"$625,768"
2527,"6819 N 27TH Avenue -, Phoenix, AZ 85017",,,,,"$649,000"
2528,"31510 N 24TH Drive, Phoenix, AZ 85085","2,026 sq.ft.",3 beds,3 ,,"$628,000"
2529,"5201 W. Camelback Rd. A117, Phoenix, AZ 85031",672 sq.ft.,2 beds,1 ,,"$49,999"
2530,"3131 N CENTRAL Avenue 5018, Phoenix, AZ 85012","1,419 sq.ft.",2 beds,2 ,,"$720,917"
2531,"3131 N CENTRAL Avenue 6021, Phoenix, AZ 85012","1,125 sq.ft.",2 beds,2 ,,"$576,913"
2532,"3131 N CENTRAL Avenue 4016, Phoenix, AZ 85012","1,125 sq.ft.",2 beds,2 ,,"$530,000"
2533,"3908 W New River Road, New River, AZ 85087",,,,,"$3,166,900"
2534,"2308 E DRY WOOD Road, Phoenix, AZ 85024","2,865 sq.ft.",4 beds,3 ,,"$1,275,000"
2535,"804 W MAGNOLIA Street, Phoenix, AZ 85007","1,206 sq.ft.",,,,"$400,000"
2536,"804 W MAGNOLIA Street, Phoenix, AZ 85007","1,206 sq.ft.",3 beds,2 ,,"$400,000"
2537,"16005 N 32nd Street 162, Phoenix, AZ 85032",714 sq.ft.,1 beds,1 ,,"$52,000"
2538,"1795 E Tapestry Heights Heights 68, Phoenix, AZ 85048",,,,,"$599,000"
2539,"14450 S 17TH Street 67, Phoenix, AZ 85048",,,,,"$599,000"
2540,"1625 E DESERT WILLOW Drive 62, Phoenix, AZ 85048",,,,,"$299,000"
2541,"8515 S 9th Drive 14, Phoenix, AZ 85041","3,063 sq.ft.",4 beds,4 ,,"$1,146,640"
2542,"2200 W Glenrosa Avenue -, Phoenix, AZ 85015",,,,,"$884,500"
2543,"1106 W Vogel Avenue, Phoenix, AZ 85021",,,,,"$599,900"
2544,"48405 N 29TH Avenue, New River, AZ 85087",,,,,"$175,000"
2545,"5230 E POLK Street 58, Phoenix, AZ 85008",,,,,"$199,000"
2546,"5201 W. Camelback Rd. A27, Phoenix, AZ 85031",672 sq.ft.,2 beds,1 ,,"$49,999"
2547,"14802 N 15TH Drive 6 & 7, Phoenix, AZ 85023",,,,,"$650,000"
2548,"911 W Ardmore Road 12, Phoenix, AZ 85041","3,690 sq.ft.",4 beds,5 ,,"$1,285,560"
2549,"2050 W. Dunlap Ave D016, Phoenix, AZ 85021",396 sq.ft.,1 beds,1 ,,"$99,900"
2550,"0 N 9TH Avenue -, Phoenix, AZ 85086",,,,,"$700,000"
2551,"37820 N 31ST Avenue C, Phoenix, AZ 85086",,,,,"$146,500"
2552,"38234 N 15TH Avenue, Phoenix, AZ 85086","2,120 sq.ft.",4 beds,2 ,,"$639,000"
2553,"0 N Central Avenue 1, Phoenix, AZ 85085",,,,,"$415,990"
2554,"0 N Central Avenue 3, Phoenix, AZ 85085",,,,,"$376,345"
2555,"0 N Central Avenue 2, Phoenix, AZ 85085",,,,,"$356,535"
2556,"0 N Central Avenue 4, Phoenix, AZ 85085",,,,,"$281,200"
2557,"3342 E MADISON Street 26, Phoenix, AZ 85034",,,,,"$130,000"
2558,"2105 W ELM Street -, Phoenix, AZ 85015",,,,,"$114,500"
2559,"2105 W ELM Street 3, Phoenix, AZ 85015",,,,,"$115,900"
2560,"3315 E MCKINLEY Street, Phoenix, AZ 85008","1,354 sq.ft.",3 beds,2 ,,"$390,000"
2561,"2050 W. Dunlap Ave E220, Phoenix, AZ 85021",367 sq.ft.,1 beds,1 ,,"$89,900"
2562,"2050 W. Dunlap Ave E227, Phoenix, AZ 85021",367 sq.ft.,1 beds,1 ,,"$64,900"
2563,"13844 N 32ND Street _, Phoenix, AZ 85032",,,,,"$1,350,000"
2564,"8506 S 9th Drive 19, Phoenix, AZ 85041","3,063 sq.ft.",4 beds,3 ,,"$1,255,000"
2565,"5132 N 31st Way Unit 144, Phoenix, AZ 85016","1,835 sq.ft.",3 beds,,,"$429,000"
2566,"6836 N 36TH Street, Phoenix, AZ 85018","3,095 sq.ft.",3 beds,3 ,,"$8,950,000"
2567,"42xx1 N 16th Street 1, New River, AZ 85087",,,,,"$115,000"
2568,"42xx4 N 16th Street 4, New River, AZ 85087",,,,,"$115,000"
2569,"42xx3 N 16th Street 3, New River, AZ 85087",,,,,"$112,000"
2570,"42xx2 N 16th St -- 2, New River, AZ 85087",,,,,"$110,000"
2571,"42xx5 N 16th Street 5, New River, AZ 85087",,,,,"$85,000"
2572,"47219 N 9 Avenue, New River, AZ 85087",,,,,"$115,000"
2573,"44621 N 10TH Way LOT 1, New River, AZ 85087",,,,,"$160,000"
2574,"44621 N 10TH Way LOT 3, New River, AZ 85087",,,,,"$150,000"
2575,"44621 N 10TH Way LOT 4, New River, AZ 85087",,,,,"$135,000"
2576,"702 E MCLELLAN Boulevard, Phoenix, AZ 85014","1,277 sq.ft.",3 beds,2 ,,"$875,000"
2577,"2050 W. Dunlap Ave B154, Phoenix, AZ 85021","1,024 sq.ft.",2 beds,2 ,,"$59,900"
2578,"158xx S 34th Glen -- S ' ', Phoenix, AZ 85045",,,,,"$795,000"
2579,"4045 E Union Hills Drive 107, Phoenix, AZ 85050","1,302 sq.ft.",,,,"$599,500"
2580,"3329 E Long Lake Road, Phoenix, AZ 85048","1,661 sq.ft.",3 beds,2 ,,"$449,000"
2581,"14001 N 7TH Street E109, Phoenix, AZ 85022","2,500 sq.ft.",,,,"$849,000"
2582,"224x W Olney Drive A, Phoenix, AZ 85041",,,,,"$6,848,835"
2583,"200x W Olney Drive A, Phoenix, AZ 85041",,,,,"$1,697,370"
2584,"224z W Olney Drive A, Phoenix, AZ 85041",,,,,"$1,414,910"
2585,"2211 W Dobbins Road A, Phoenix, AZ 85041",,,,,"$1,027,500"
2586,"2213 W Dobbins Road A, Phoenix, AZ 85041",,,,,"$1,002,000"
2587,"9222 S 19th Avenue A, Phoenix, AZ 85041",,,,,"$937,125"
2588,"9780 S 19th Avenue A, Phoenix, AZ 85041",,,,,"$769,930"
2589,"27xxx N 33RD Avenue -, Phoenix, AZ 85083",,,,,"$3,000,000"
2590,"27902 N 33RD Avenue -, Phoenix, AZ 85083",,,,,"$1,650,000"
2591,"27601 N 33rd Avenue -, Phoenix, AZ 85083",,,,,"$1,650,000"
2592,"3131 N CENTRAL Avenue 4017, Phoenix, AZ 85012",822 sq.ft.,1 beds,2 ,,"$420,000"
2593,"3131 N CENTRAL Avenue 5017, Phoenix, AZ 85012",822 sq.ft.,1 beds,2 ,,"$445,000"
2594,"3131 N CENTRAL Avenue 6014, Phoenix, AZ 85012","1,125 sq.ft.",2 beds,2 ,,"$587,900"
2595,"3131 N CENTRAL Avenue 5022, Phoenix, AZ 85012","1,125 sq.ft.",2 beds,2 ,,"$584,900"
2596,"3131 N CENTRAL Avenue 6016, Phoenix, AZ 85012","1,125 sq.ft.",2 beds,2 ,,"$595,900"
2597,"3131 N CENTRAL Avenue 6022, Phoenix, AZ 85012","1,125 sq.ft.",2 beds,2 ,,"$595,900"
2598,"3131 N CENTRAL Avenue 5020, Phoenix, AZ 85012",822 sq.ft.,1 beds,2 ,,"$469,000"
2599,"3131 N CENTRAL Avenue 6020, Phoenix, AZ 85012",822 sq.ft.,1 beds,2 ,,"$485,000"
2600,"3131 N CENTRAL Avenue 7022, Phoenix, AZ 85012","1,125 sq.ft.",2 beds,2 ,,"$649,900"
2601,"3131 N CENTRAL Avenue 6011, Phoenix, AZ 85012","1,125 sq.ft.",2 beds,2 ,,"$557,900"
2602,"3131 N CENTRAL Avenue 3019, Phoenix, AZ 85012",822 sq.ft.,1 beds,2 ,,"$399,900"
2603,"3131 N CENTRAL Avenue 6017, Phoenix, AZ 85012",822 sq.ft.,1 beds,2 ,,"$470,000"
2604,"115 E Santa Cruz Drive, Phoenix, AZ 85085","3,000 sq.ft.",4 beds,3 ,,"$909,000"
2605,"14236 S 20TH Street 30, Phoenix, AZ 85048",,,,,"$349,500"
2606,"43605 N 7th Avenue 202-21-191A, New River, AZ 85087",,,,,"$150,000"
2607,"2457 E GLENHAVEN Drive 8, Phoenix, AZ 85048",,,,,"$499,000"
2608,"43518 N 11th Place, New River, AZ 85087",,,,,"$90,000"
2609,"1828 W Sentinel Rock Road, Phoenix, AZ 85086",,,,,"$2,200,000"
2610,"N. 15th Ave. & W. Northern Ave. Plan: Plan 6005, Phoenix, AZ 85021","3,693 sq.ft.",4 beds,4 ,1 ,"$1,699,900"
2611,"N. 15th Ave. & W. Northern Ave. Plan: Plan 6002- Willow, Phoenix, AZ 85021","3,647 sq.ft.",4 beds,4 ,1 ,"$1,649,900"
2612,"N. 15th Ave. & W. Northern Ave. Plan: Plan 6001- Willow, Phoenix, AZ 85021","3,094 sq.ft.",3 beds,3 ,1 ,"$1,559,900"
2613,"3523 W Lanham Dr, New River, AZ 85087","2,455 sq.ft.",3 beds,2 ,1 ,"$1,100,305"
2614,"5942 E Cat Balue Dr Plan: Miraval, Phoenix, AZ 85054","3,487 sq.ft.",5 beds,4 ,,"$940,990"
2615,"21315 N 61st ST, Phoenix, AZ 85054","2,550 sq.ft.",4 beds,3 ,,"$940,960"
2616,"5942 E Cat Balue Dr Plan: Phoenician, Phoenix, AZ 85054","3,221 sq.ft.",4 beds,3 ,1 ,"$921,990"
2617,"5942 E Cat Balue Dr Plan: Biltmore, Phoenix, AZ 85054","2,550 sq.ft.",4 beds,3 ,,"$856,990"
