,address,area,beds,full_bathrooms,half_bathrooms,price
239,"4132 W MULBERRY Drive, Phoenix, AZ 85019","1,200 sq.ft.",3 beds,1 ,,"$299,000"
240,"4848 N 63RD Drive, Phoenix, AZ 85033","2,074 sq.ft.",4 beds,2 ,,"$299,000"
241,"18240 N 21ST Street 104, Phoenix, AZ 85022","1,352 sq.ft.",3 beds,2 ,,"$150,000"
242,"4750 N Central Avenue 14E, Phoenix, AZ 85012",602 sq.ft.,1 beds,1 ,,"$105,000"
243,"2605 W VAN BUREN Street 137, Phoenix, AZ 85009",728 sq.ft.,2 beds,2 ,,"$80,000"
244,"20918 N 37TH Place, Phoenix, AZ 85050","2,158 sq.ft.",4 beds,3 ,,"$3,295"
245,"3955 E NAVIGATOR Lane, Phoenix, AZ 85050","5,545 sq.ft.",5 beds,5 ,,"$1,650,000"
246,"4032 E EARLL Drive, Phoenix, AZ 85018","2,015 sq.ft.",3 beds,3 ,,"$780,000"
247,"4322 N 16TH Avenue, Phoenix, AZ 85015","3,066 sq.ft.",3 beds,2 ,,"$750,000"
248,"7719 W ODEUM Lane, Phoenix, AZ 85043","2,390 sq.ft.",3 beds,3 ,,"$700,000"
249,"2909 E ROCKWOOD Drive, Phoenix, AZ 85050","2,741 sq.ft.",4 beds,3 ,,"$670,000"
250,"2230 W GLENROSA Avenue, Phoenix, AZ 85015",,,,,"$645,000"
251,"2212 W CHISUM Trail, Phoenix, AZ 85085","2,618 sq.ft.",4 beds,3 ,,"$632,990"
252,"2216 W CHISUM Trail, Phoenix, AZ 85085","2,567 sq.ft.",3 beds,3 ,,"$628,990"
253,"1035 E HIDDENVIEW Drive, Phoenix, AZ 85048","1,880 sq.ft.",3 beds,2 ,,"$625,000"
254,"2224 W CHISUM Trail, Phoenix, AZ 85085","2,052 sq.ft.",3 beds,3 ,,"$583,990"
255,"2220 W CHISUM Trail, Phoenix, AZ 85085","1,967 sq.ft.",3 beds,3 ,,"$579,990"
256,"2201 N 22ND Street, Phoenix, AZ 85006",,,,,"$565,000"
257,"18025 N 42ND Place, Phoenix, AZ 85032","1,565 sq.ft.",3 beds,2 ,,"$565,000"
258,"202 E MILADA Drive, Phoenix, AZ 85042","1,756 sq.ft.",3 beds,2 ,,"$565,000"
259,"2216 W CALLE DE LAS ESTRELLA Lane, Phoenix, AZ 85085","2,309 sq.ft.",4 beds,2 ,,"$559,990"
260,"3456 W MORTEN Avenue, Phoenix, AZ 85051","1,590 sq.ft.",3 beds,2 ,,"$416,500"
261,"3011 W NORTHVIEW Avenue, Phoenix, AZ 85051","1,631 sq.ft.",3 beds,2 ,,"$410,000"
262,"6141 W FAIRMOUNT Avenue, Phoenix, AZ 85033","1,844 sq.ft.",4 beds,3 ,,"$409,900"
263,"4018 W SOLANO Drive N, Phoenix, AZ 85019","1,607 sq.ft.",3 beds,2 ,,"$405,000"
264,"34746 N 30TH Drive, Phoenix, AZ 85086","1,265 sq.ft.",3 beds,2 ,,"$385,000"
265,"310 S 4TH Street 610, Phoenix, AZ 85004",985 sq.ft.,1 beds,2 ,,"$380,000"
266,"3519 W MARSHALL Avenue, Phoenix, AZ 85019","1,040 sq.ft.",3 beds,2 ,,"$300,000"
267,"8430 W ELM Street, Phoenix, AZ 85037","1,065 sq.ft.",3 beds,2 ,,"$300,000"
268,"3830 E LAKEWOOD Parkway E 3038, Phoenix, AZ 85048",693 sq.ft.,1 beds,1 ,,"$245,000"
269,"4704 E PARADISE VILLAGE Parkway 135, Phoenix, AZ 85032",713 sq.ft.,1 beds,1 ,,"$245,000"
270,"4759 E BELLEVIEW Street, Phoenix, AZ 85008",968 sq.ft.,2 beds,1 ,,"$220,000"
271,"234 E RUTH Avenue 5, Phoenix, AZ 85020",700 sq.ft.,2 beds,1 ,,"$200,000"
272,"42805 N 8TH Street -, New River, AZ 85087",,,,,"$134,900"
273,"16225 N 29TH Street 47, Phoenix, AZ 85032","1,540 sq.ft.",3 beds,2 ,,"$89,900"
274,"4714 E VIRGINIA Avenue, Phoenix, AZ 85008","2,011 sq.ft.",4 beds,3 ,,"$1,100,000"
275,"6621 N 10TH Place, Phoenix, AZ 85014","1,696 sq.ft.",4 beds,3 ,,"$685,000"
276,"9913 S 3RD Avenue, Phoenix, AZ 85041","2,414 sq.ft.",4 beds,3 ,,"$530,000"
277,"615 E PORTLAND Street 281, Phoenix, AZ 85004","1,288 sq.ft.",2 beds,2 ,,"$490,000"
278,"1717 E GOLD DUST Avenue, Phoenix, AZ 85020","1,378 sq.ft.",2 beds,2 ,,"$479,000"
279,"1440 E ROSEMONTE Drive, Phoenix, AZ 85024","1,412 sq.ft.",3 beds,2 ,,"$449,900"
280,"4912 W CYPRESS Street, Phoenix, AZ 85035","1,057 sq.ft.",3 beds,2 ,,"$350,000"
281,"2324 N 54TH Lane, Phoenix, AZ 85035","1,336 sq.ft.",3 beds,2 ,,"$345,000"
282,"3026 W TONOPAH Drive, Phoenix, AZ 85027","1,028 sq.ft.",2 beds,2 ,,"$324,900"
283,"10401 N CAVE CREEK Road 331, Phoenix, AZ 85020",720 sq.ft.,1 beds,1 ,,"$20,000"
284,"1555 E ORANGEWOOD Avenue, Phoenix, AZ 85020","8,462 sq.ft.",,,,"$1,950,000"
285,"1705 W MOODY Trail, Phoenix, AZ 85041","3,088 sq.ft.",4 beds,3 ,,"$983,000"
286,"2430 E Winston Drive, Phoenix, AZ 85042",378 sq.ft.,,1 ,,"$739,000"
287,"1125 W BROADWAY Road, Phoenix, AZ 85041","1,228 sq.ft.",2 beds,1 ,,"$730,000"
288,"1817 E HARVARD Street, Phoenix, AZ 85006",,,,,"$595,000"
289,"4423 E PONCA Street, Phoenix, AZ 85044","1,436 sq.ft.",2 beds,2 ,,"$525,000"
290,"2150 W ALAMEDA Road 1153, Phoenix, AZ 85085","1,478 sq.ft.",3 beds,3 ,,"$398,000"
291,"4120 N 105TH Drive, Phoenix, AZ 85037","1,537 sq.ft.",3 beds,2 ,,"$385,000"
292,"1650 W WILLOW Avenue, Phoenix, AZ 85029","1,658 sq.ft.",3 beds,2 ,,"$375,000"
293,"6938 W CAMPBELL Avenue, Phoenix, AZ 85033","1,110 sq.ft.",3 beds,2 ,,"$365,000"
294,"1718 W COLTER Street 162, Phoenix, AZ 85015","1,617 sq.ft.",3 beds,3 ,,"$365,000"
295,"2645 N 34TH Drive, Phoenix, AZ 85009","1,337 sq.ft.",4 beds,2 ,,"$359,900"
296,"141 W JONES Avenue, Phoenix, AZ 85041","1,982 sq.ft.",3 beds,2 ,,"$330,000"
297,"43xxx N 10th Street 0, New River, AZ 85087",,,,,"$289,900"
298,"4606 E BROADWAY Road, Phoenix, AZ 85040","1,008 sq.ft.",3 beds,1 ,,"$210,000"
299,"2233 E BEHREND Drive 110, Phoenix, AZ 85024","1,144 sq.ft.",2 beds,2 ,,"$179,000"
300,"3840 N 43RD Avenue 41, Phoenix, AZ 85031",980 sq.ft.,2 beds,2 ,,"$150,000"
301,"8xx W Honda Bow 1B Road 1B, Phoenix, AZ 85087",,,,,"$54,900"
302,"3021 W FEATHER SOUND Drive, Anthem, AZ 85086","3,476 sq.ft.",3 beds,4 ,,"$2,395,000"
303,"2446 E PIERSON Street, Phoenix, AZ 85016","1,954 sq.ft.",4 beds,3 ,,"$1,000,000"
304,"12622 N 28th Drive, Phoenix, AZ 85029","5,656 sq.ft.",,,,"$975,000"
305,"13623 N CAVE CREEK Road, Phoenix, AZ 85022","2,547 sq.ft.",,,,"$785,000"
306,"Phoenix, AZ 85050","1,561 sq.ft.",3 beds,2 ,,"$550,000"
307,"16850 N 38TH Lane, Phoenix, AZ 85053","2,289 sq.ft.",3 beds,3 ,,"$509,999"
308,"15550 S 5TH Avenue 159, Phoenix, AZ 85045","1,633 sq.ft.",2 beds,2 ,,"$485,000"
309,"6316 W WARNER Street, Phoenix, AZ 85043","1,794 sq.ft.",4 beds,2 ,,"$424,900"
310,"1226 N 33RD Street, Phoenix, AZ 85008","1,320 sq.ft.",4 beds,2 ,,"$420,000"
311,"4414 E NANCY Lane, Phoenix, AZ 85042","1,775 sq.ft.",4 beds,4 ,,"$420,000"
312,"4825 E HAZEL Drive 1, Phoenix, AZ 85044","1,435 sq.ft.",2 beds,3 ,,"$409,000"
313,"2930 W KELTON Lane, Phoenix, AZ 85053","1,630 sq.ft.",3 beds,2 ,,"$389,900"
314,"7772 W PIPESTONE Place, Phoenix, AZ 85035","1,500 sq.ft.",3 beds,3 ,,"$335,000"
315,"3702 W MULBERRY Drive, Phoenix, AZ 85019","1,037 sq.ft.",3 beds,1 ,,"$330,000"
316,"2118 W YUKON Drive, Phoenix, AZ 85027","1,060 sq.ft.",2 beds,2 ,,"$299,999"
317,"6767 N 7TH Street 223, Phoenix, AZ 85014","1,364 sq.ft.",2 beds,2 ,,"$299,000"
318,"12212 N PARADISE VILLAGE Parkway S 203, Phoenix, AZ 85032",850 sq.ft.,1 beds,1 ,,"$295,000"
319,"45245 N 22nd Street -, New River, AZ 85087",,,,,"$290,000"
320,"3207 W ROYAL PALM Road, Phoenix, AZ 85051","1,536 sq.ft.",2 beds,2 ,,"$269,900"
321,"8214 N 21ST Drive A105, Phoenix, AZ 85021","1,282 sq.ft.",2 beds,2 ,,"$260,000"
322,"5036 S 36TH Avenue, Phoenix, AZ 85041",953 sq.ft.,3 beds,1 ,,"$245,000"
323,"8437 S 21ST Street 0, Phoenix, AZ 85042",,,,,"$150,000"
324,"580 W CAVALRY Road 0, New River, AZ 85087",,,,,"$75,000"
325,"822 W EARLL Drive, Phoenix, AZ 85013","1,956 sq.ft.",3 beds,3 ,,"$699,000"
326,"18013 N 19th Way, Phoenix, AZ 85022","1,344 sq.ft.",3 beds,2 ,,"$349,999"
327,"15818 N 25TH Street 112, Phoenix, AZ 85032","1,275 sq.ft.",3 beds,3 ,,"$315,000"
328,"1545 E Lupine Avenue Unit 1, Phoenix, AZ 85020",,,,,"$175,000"
329,"3756 W Mulberry Dr, Phoenix, AZ 85019",,4 beds,3 ,,"$384,900"
330,"1714 W Roosevelt Street, Phoenix, AZ 85007","1,404 sq.ft.",4 beds,2 ,,"$675,000"
331,"6514 N 14TH Place, Phoenix, AZ 85014","2,191 sq.ft.",4 beds,3 ,,"$675,000"
332,"1119 E TONOPAH Drive, Phoenix, AZ 85024","2,129 sq.ft.",3 beds,2 ,,"$559,000"
333,"3628 W RANIER Court, Anthem, AZ 85086","1,697 sq.ft.",3 beds,2 ,,"$520,000"
334,"3704 S 72ND Lane, Phoenix, AZ 85043","2,218 sq.ft.",3 beds,3 ,,"$440,000"
335,"1947 W VILLAGE Drive, Phoenix, AZ 85023","1,671 sq.ft.",3 beds,2 ,,"$435,000"
336,"325 E CAMPO BELLO Drive, Phoenix, AZ 85022","1,195 sq.ft.",2 beds,2 ,,"$425,000"
337,"17610 N 17TH Place 14, Phoenix, AZ 85022","1,207 sq.ft.",2 beds,3 ,,"$326,000"
338,"1305 W Summerside Road, Phoenix, AZ 85041","1,152 sq.ft.",3 beds,2 ,,"$99,900"
339,"1011 E SHERIDAN Street, Phoenix, AZ 85006",,,,,"$1,250,000"
340,"1333 W OSBORN Road, Phoenix, AZ 85013","3,720 sq.ft.",,,,"$1,200,000"
341,"4112 W PARADISE Lane, Phoenix, AZ 85053","2,918 sq.ft.",5 beds,4 ,,"$999,000"
342,"4626 E JANICE Way, Phoenix, AZ 85032","2,497 sq.ft.",4 beds,2 ,,"$949,500"
343,"2243 W SPUR Drive, Phoenix, AZ 85085","2,928 sq.ft.",4 beds,3 ,,"$745,000"
344,"2933 W TUMBLEWEED Drive, Phoenix, AZ 85085","2,422 sq.ft.",4 beds,3 ,,"$719,990"
345,"3019 E MARILYN Road, Phoenix, AZ 85032","1,832 sq.ft.",3 beds,2 ,,"$649,000"
346,"1356 E GARDENIA Drive, Phoenix, AZ 85020","1,503 sq.ft.",2 beds,2 ,,"$628,000"
347,"914 E OSBORN Road 418, Phoenix, AZ 85014","1,650 sq.ft.",2 beds,2 ,,"$575,000"
348,"5513 N 5TH Drive, Phoenix, AZ 85013","2,605 sq.ft.",3 beds,3 ,,"$575,000"
349,"3618 E GOLDFINCH GATE Lane, Phoenix, AZ 85044","2,118 sq.ft.",3 beds,2 ,,"$565,000"
350,"5450 E DEER VALLEY Drive 4213, Phoenix, AZ 85054","1,246 sq.ft.",2 beds,2 ,,"$512,900"
351,"4416 E TANGLEWOOD Drive, Phoenix, AZ 85048","1,434 sq.ft.",3 beds,2 ,,"$499,999"
352,"1130 N 2ND Street 401, Phoenix, AZ 85004","1,028 sq.ft.",2 beds,2 ,,"$495,000"
353,"2314 E WHITTON Avenue, Phoenix, AZ 85016","1,630 sq.ft.",3 beds,2 ,,"$485,000"
354,"2229 W WAGONER Road, Phoenix, AZ 85023","1,596 sq.ft.",4 beds,2 ,,"$445,000"
355,"1201 E ROSE Lane 2, Phoenix, AZ 85014","1,302 sq.ft.",2 beds,2 ,,"$440,000"
356,"610 E ROOSEVELT Street 134, Phoenix, AZ 85004","1,238 sq.ft.",2 beds,2 ,,"$425,000"
357,"3034 W DARIEN Way, Phoenix, AZ 85086","1,642 sq.ft.",3 beds,3 ,,"$425,000"
358,"3315 W MADISON Street, Phoenix, AZ 85009",837 sq.ft.,3 beds,3 ,,"$419,000"
359,"19407 N 9TH Street, Phoenix, AZ 85024",952 sq.ft.,2 beds,2 ,,"$400,000"
360,"3525 W diana Avenue, Phoenix, AZ 85051","1,722 sq.ft.",4 beds,2 ,,"$399,500"
361,"2205 N 22ND Street, Phoenix, AZ 85006","1,116 sq.ft.",3 beds,2 ,,"$390,000"
362,"909 W SOLCITO Lane, Phoenix, AZ 85013","1,465 sq.ft.",2 beds,2 ,,"$389,900"
363,"2906 S 80TH Avenue, Phoenix, AZ 85043","1,851 sq.ft.",3 beds,3 ,,"$375,000"
364,"4931 N 108TH Drive, Phoenix, AZ 85037","1,902 sq.ft.",3 beds,3 ,,"$375,000"
365,"2728 W BETHANY HOME Road, Phoenix, AZ 85017","1,066 sq.ft.",3 beds,2 ,,"$344,000"
366,"101 N 7th Street 230, Phoenix, AZ 85034",839 sq.ft.,1 beds,1 ,,"$325,000"
367,"1720 E THUNDERBIRD Road 1081, Phoenix, AZ 85022",581 sq.ft.,1 beds,1 ,,"$220,000"
368,"1503 W HADLEY Street 3, Phoenix, AZ 85007",,,,,"$171,500"
369,"1726 S 5TH Street, Phoenix, AZ 85004",,,,,"$165,000"
370,"2650 W Union Hills Drive 181, Phoenix, AZ 85027","1,512 sq.ft.",2 beds,2 ,,"$99,500"
371,"812 W YUMA Street 2, Phoenix, AZ 85007",,,,,"$99,000"
372,"500 N 67th Ave 282, Phoenix, AZ 85043",980 sq.ft.,2 beds,1 ,1 ,"$55,000"
373,"3033 E Devonshire Ave #3023, Phoenix, AZ 85016",576 sq.ft.,1 beds,1 ,,"$149,900"
374,"4605 W HONEYSUCKLE Drive, Phoenix, AZ 85083","3,530 sq.ft.",4 beds,6 ,,"$2,299,000"
375,"1040 E OSBORN Road 1201, Phoenix, AZ 85014","2,409 sq.ft.",2 beds,3 ,,"$1,150,000"
376,"44814 N 22ND Street, New River, AZ 85087","2,943 sq.ft.",3 beds,3 ,,"$975,000"
377,"4326 N 25TH Street 109, Phoenix, AZ 85016","1,904 sq.ft.",3 beds,3 ,,"$750,000"
378,"8614 N 14TH Street, Phoenix, AZ 85020","1,866 sq.ft.",3 beds,2 ,,"$695,000"
379,"25920 N 22ND Lane, Phoenix, AZ 85085","1,967 sq.ft.",3 beds,3 ,,"$584,990"
380,"2240 E FOOTHILL Drive, Phoenix, AZ 85024","1,675 sq.ft.",3 beds,2 ,,"$565,000"
381,"3448 E Meadow Drive, Phoenix, AZ 85032","1,297 sq.ft.",3 beds,2 ,,"$535,000"
382,"3901 E CHOLLA Street, Phoenix, AZ 85028","1,879 sq.ft.",4 beds,2 ,,"$535,000"
383,"2102 W Minnezona Avenue, Phoenix, AZ 85015","2,298 sq.ft.",5 beds,3 ,,"$525,000"
384,"3915 E HILLERY Drive, Phoenix, AZ 85032","1,456 sq.ft.",3 beds,2 ,,"$519,990"
385,"16234 S 43RD Place, Phoenix, AZ 85048","2,059 sq.ft.",4 beds,3 ,,"$519,900"
386,"228 E KEOGH Drive, Phoenix, AZ 85022","1,924 sq.ft.",3 beds,2 ,,"$515,000"
387,"221 W VILLA MARIA Drive, Phoenix, AZ 85023","1,467 sq.ft.",3 beds,2 ,,"$464,000"
388,"9371 W EATON Road, Phoenix, AZ 85037","2,253 sq.ft.",4 beds,4 ,,"$400,000"
389,"2036 N 22nd Street, Phoenix, AZ 85006","1,300 sq.ft.",2 beds,2 ,,"$390,000"
390,"10826 W CALLE DEL SOL Avenue, Phoenix, AZ 85037","1,546 sq.ft.",4 beds,2 ,,"$390,000"
391,"4819 N 111TH Lane, Phoenix, AZ 85037","1,603 sq.ft.",4 beds,2 ,,"$370,000"
392,"7121 N 25TH Drive, Phoenix, AZ 85051","1,285 sq.ft.",3 beds,2 ,,"$351,485"
393,"207 W CLARENDON Avenue 14A, Phoenix, AZ 85013",852 sq.ft.,1 beds,1 ,,"$349,000"
394,"2325 W MARSHALL Avenue, Phoenix, AZ 85015","1,092 sq.ft.",3 beds,2 ,,"$340,000"
395,"1880 E Morten Avenue 125, Phoenix, AZ 85020","1,011 sq.ft.",2 beds,2 ,,"$310,000"
396,"2020 W UNION HILLS Drive 246, Phoenix, AZ 85027","1,049 sq.ft.",2 beds,2 ,,"$295,000"
397,"0000 N None Assigned Avenue -, Phoenix, AZ 85086",,,,,"$275,000"
398,"8842 N 8TH Street 208, Phoenix, AZ 85020",680 sq.ft.,1 beds,1 ,,"$214,999"
399,"3828 N 32ND Street 217, Phoenix, AZ 85018",735 sq.ft.,1 beds,1 ,,"$199,949"
400,"2255 E VOGEL Avenue -, Phoenix, AZ 85028",,,,,"$90,000"
401,"5136 N 31st Place Unit 626, Phoenix, AZ 85016","1,544 sq.ft.",3 beds,,,"$475,000"
402,"1224 E DUNLAP Avenue, Phoenix, AZ 85020",,,,,"$2,075,000"
403,"819 S 3RD Avenue, Phoenix, AZ 85003","3,267 sq.ft.",7 beds,2 ,,"$1,200,000"
404,"4532 E GRANDVIEW Road, Phoenix, AZ 85032","1,932 sq.ft.",4 beds,3 ,,"$835,000"
405,"2031 E ALAMEDA Road, Phoenix, AZ 85024","2,024 sq.ft.",4 beds,3 ,,"$749,000"
406,"2425 W BARBIE Lane, Phoenix, AZ 85085","3,115 sq.ft.",4 beds,3 ,,"$675,000"
407,"41519 N PANTHER CREEK Trail, Anthem, AZ 85086","2,182 sq.ft.",2 beds,2 ,,"$649,000"
408,"415 W MONTEROSA Street, Phoenix, AZ 85013","1,380 sq.ft.",3 beds,3 ,,"$620,000"
409,"12621 N 41ST Place, Phoenix, AZ 85032","1,982 sq.ft.",3 beds,2 ,,"$549,900"
410,"1118 E KRISTAL Way, Phoenix, AZ 85024","1,715 sq.ft.",4 beds,2 ,,"$515,000"
411,"2825 N 33RD Place, Phoenix, AZ 85008","1,603 sq.ft.",4 beds,2 ,,"$499,900"
412,"517 E WICKIEUP Lane, Phoenix, AZ 85024","1,473 sq.ft.",3 beds,3 ,,"$449,900"
413,"2207 E Wescott Drive, Phoenix, AZ 85024","1,280 sq.ft.",3 beds,2 ,,"$430,000"
414,"2420 W WOLFTRAP Road, New River, AZ 85087","1,540 sq.ft.",3 beds,2 ,,"$399,950"
415,"3346 W GLENROSA Avenue, Phoenix, AZ 85017","1,538 sq.ft.",3 beds,2 ,,"$389,900"
416,"1269 E Avenida Hermosa --, Phoenix, AZ 85014","1,065 sq.ft.",2 beds,2 ,,"$379,000"
417,"3138 W MADISON Street, Phoenix, AZ 85009","1,412 sq.ft.",3 beds,2 ,,"$365,000"
418,"351 E THOMAS Road D108, Phoenix, AZ 85012","1,620 sq.ft.",3 beds,2 ,,"$353,999"
419,"5152 W BURTON Drive, Phoenix, AZ 85043","1,400 sq.ft.",3 beds,3 ,,"$349,990"
420,"3030 N 57TH Avenue, Phoenix, AZ 85031","1,164 sq.ft.",3 beds,2 ,,"$345,000"
421,"740 W Elm Street 264, Phoenix, AZ 85013",929 sq.ft.,2 beds,2 ,,"$274,000"
422,"3645 N 71ST Avenue 55, Phoenix, AZ 85033",700 sq.ft.,2 beds,1 ,,"$229,000"
423,"16225 N Cave Creek Rd 14, Phoenix, AZ 85032","1,056 sq.ft.",2 beds,1 ,,"$42,000"
424,"5408 W Lewis Ave, Phoenix, AZ 85035","1,854 sq.ft.",4 beds,2 ,,"$359,900"
425,"4137 E EARLL Drive, Phoenix, AZ 85018","3,695 sq.ft.",4 beds,4 ,,"$2,500,000"
426,"2347 E ORANGEWOOD Avenue, Phoenix, AZ 85020","2,341 sq.ft.",3 beds,2 ,,"$1,295,000"
427,"5208 W TROTTER Trail, Phoenix, AZ 85083","4,070 sq.ft.",6 beds,4 ,,"$799,900"
428,"1220 E GALVIN Street, Phoenix, AZ 85086","1,950 sq.ft.",3 beds,2 ,,"$765,000"
429,"1501 E OAK Street, Phoenix, AZ 85006",,,,,"$739,000"
430,"1505 E OAK Street, Phoenix, AZ 85006",,,,,"$739,000"
431,"1509 E OAK Street, Phoenix, AZ 85006",,,,,"$739,000"
432,"1521 E OAK (W) Street, Phoenix, AZ 85006",,,,,"$739,000"
433,"1527 E OAK Street, Phoenix, AZ 85006",,,,,"$739,000"
434,"1521 E OAK (E) Street, Phoenix, AZ 85006",,,,,"$739,000"
435,"22838 N 24TH Street, Phoenix, AZ 85024","2,022 sq.ft.",3 beds,3 ,,"$649,000"
436,"4609 E VALLEY VIEW Drive, Phoenix, AZ 85044","1,733 sq.ft.",3 beds,3 ,,"$574,995"
437,"1813 N 10TH Street, Phoenix, AZ 85006",,,,,"$550,000"
438,"25927 N 23RD Avenue, Phoenix, AZ 85085","1,846 sq.ft.",3 beds,3 ,,"$549,990"
439,"5350 E DEER VALLEY Drive 4271, Phoenix, AZ 85054","1,423 sq.ft.",2 beds,2 ,,"$499,000"
440,"3019 W LUPINE Avenue, Phoenix, AZ 85029","1,630 sq.ft.",3 beds,2 ,,"$415,000"
441,"3236 E CHANDLER Boulevard 1035, Phoenix, AZ 85048","1,297 sq.ft.",2 beds,2 ,,"$390,000"
442,"12001 S PAIUTE Street, Phoenix, AZ 85044","1,397 sq.ft.",2 beds,2 ,,"$390,000"
443,"4009 N 80th Drive, Phoenix, AZ 85033","1,550 sq.ft.",4 beds,2 ,,"$385,000"
444,"1515 W BEHREND Drive, Phoenix, AZ 85027","1,119 sq.ft.",3 beds,2 ,,"$364,900"
445,"7008 W Polk Street, Phoenix, AZ 85043","1,240 sq.ft.",3 beds,2 ,,"$356,000"
446,"1529 W UTOPIA Road, Phoenix, AZ 85027","1,320 sq.ft.",3 beds,2 ,,"$325,000"
447,"2544 W Canyon Crest Circle, Phoenix, AZ 85023","1,225 sq.ft.",2 beds,3 ,,"$315,000"
448,"9157 W PALM Lane, Phoenix, AZ 85037","1,586 sq.ft.",3 beds,2 ,,"$270,000"
449,"2409 W CAMPBELL Avenue 25, Phoenix, AZ 85015","1,058 sq.ft.",2 beds,2 ,,"$221,000"
450,"6848 W MONTEROSA Street, Phoenix, AZ 85033",792 sq.ft.,2 beds,1 ,,"$195,000"
451,"3810 N MARYVALE Parkway 2087, Phoenix, AZ 85031",936 sq.ft.,2 beds,2 ,,"$160,000"
452,"9802 N 7TH Avenue -, Phoenix, AZ 85021",,,,,"$135,000"
453,"3413 W Seldon Ln, Phoenix, AZ 85051","1,049 sq.ft.",2 beds,1 ,,"$305,000"
454,"8923 N 45TH Street, Phoenix, AZ 85028","4,267 sq.ft.",5 beds,5 ,,"$2,200,000"
455,"721 W CINNABAR Avenue, Phoenix, AZ 85021",,,,,"$1,999,999"
456,"4834 E HAMBLIN Drive, Phoenix, AZ 85054","1,876 sq.ft.",3 beds,2 ,,"$738,000"
457,"5016 W Yoosooni Drive, New River, AZ 85087","2,915 sq.ft.",4 beds,4 ,,"$735,000"
458,"3349 W Crocus Drive, Phoenix, AZ 85053","1,979 sq.ft.",3 beds,2 ,,"$425,000"
459,"16037 S 41ST Place, Phoenix, AZ 85048","1,443 sq.ft.",3 beds,2 ,,"$399,000"
460,"1738 W ROSE Lane, Phoenix, AZ 85015","1,746 sq.ft.",4 beds,2 ,,"$340,000"
461,"2150 E BELL Road 1085, Phoenix, AZ 85022","1,186 sq.ft.",2 beds,3 ,,"$334,999"
462,"10410 N CAVE CREEK Road 2036, Phoenix, AZ 85020","1,082 sq.ft.",2 beds,2 ,,"$299,000"
463,"2604 W WOLF Street, Phoenix, AZ 85017","1,196 sq.ft.",2 beds,2 ,,"$264,999"
464,"4206 N 30TH Drive, Phoenix, AZ 85017","1,515 sq.ft.",4 beds,2 ,,"$250,000"
465,"3441 E KINGS Avenue, Phoenix, AZ 85032","1,248 sq.ft.",2 beds,2 ,,"$235,000"
466,"500 N 67th Ave 021, Phoenix, AZ 85043",960 sq.ft.,3 beds,2 ,,"$169,900"
467,"19602 N 32 Street 53, Phoenix, AZ 85050",944 sq.ft.,2 beds,2 ,,"$120,000"
468,"4823 E La Puente Avenue, Phoenix, AZ 85044","1,236 sq.ft.",3 beds,,,"$475,000"
469,"5016 W Virginia Avenue, Phoenix, AZ 85035","1,910 sq.ft.",4 beds,,,"$375,000"
470,"1703 W SLEEPY RANCH Road, Phoenix, AZ 85085","2,699 sq.ft.",4 beds,3 ,,"$820,000"
471,"2024 N 26TH Place, Phoenix, AZ 85008",,,,,"$600,000"
472,"4319 E WOODLAND Drive, Phoenix, AZ 85048","1,877 sq.ft.",3 beds,3 ,,"$599,900"
473,"2221 E UNION HILLS Drive 173, Phoenix, AZ 85024","1,558 sq.ft.",3 beds,3 ,,"$429,900"
474,"1920 E BELL Road 1028, Phoenix, AZ 85022","1,439 sq.ft.",3 beds,2 ,,"$330,000"
475,"9622 N 1ST Avenue, Phoenix, AZ 85021","1,215 sq.ft.",2 beds,1 ,,"$315,000"
476,"2139 W VISTA Avenue, Phoenix, AZ 85021",,,,,"$839,754"
477,"19617 N 37TH Way, Phoenix, AZ 85050","2,571 sq.ft.",4 beds,3 ,,"$750,000"
478,"4021 E ALTADENA Avenue, Phoenix, AZ 85028","1,796 sq.ft.",3 beds,2 ,,"$719,900"
479,"1409 E DIAMOND Street, Phoenix, AZ 85006","1,066 sq.ft.",2 beds,2 ,,"$550,000"
480,"3607 E TOPEKA Drive, Phoenix, AZ 85050","1,817 sq.ft.",3 beds,2 ,,"$549,000"
481,"1812 E JOY RANCH Road, Phoenix, AZ 85086","2,540 sq.ft.",3 beds,2 ,,"$374,999"
482,"7126 N 19TH Avenue 181, Phoenix, AZ 85021","1,248 sq.ft.",3 beds,2 ,,"$248,999"
483,"2704 E Fairmount Avenue, Phoenix, AZ 85016","1,580 sq.ft.",4 beds,,,"$620,000"
484,"8119 N 29th Ave, Phoenix, AZ 85051","1,068 sq.ft.",3 beds,2 ,,"$350,000"
485,"111 E SOUTHERN Avenue -, Phoenix, AZ 85040",,,,,"$2,200,000"
486,"41307 N CLUB POINTE Drive, Phoenix, AZ 85086","4,066 sq.ft.",3 beds,4 ,,"$1,350,000"
487,"6614 E MARISA Lane, Phoenix, AZ 85054","2,577 sq.ft.",4 beds,4 ,,"$1,299,000"
488,"4808 N 24TH Street 808, Phoenix, AZ 85016","1,600 sq.ft.",3 beds,2 ,,"$1,100,000"
489,"4242 E HAZELWOOD Street, Phoenix, AZ 85018","1,400 sq.ft.",3 beds,2 ,,"$1,050,000"
490,"730 E MCKINLEY Street, Phoenix, AZ 85006","1,411 sq.ft.",3 beds,3 ,,"$895,000"
